Num,twitter1,twitter2,linkjugador,busquedasus,clubactual,nacionalidad,ligapremium,campeones,altura,patrocinador,nike,goles1819,asistencias1819,minutos1819,golhora,asishora,goahora,goahorapond,seguidoretwitter,edad,edad2,mayor30,posicióncancha,izquierdo,valormill,TweetCount
264,gayle,wba,Dwight Gayle,22200,West Bromwich Albion FC,,0,0,1.77,,0,14,6,1501,0.5596269154,0.2398401066,0.799467022,0.5165095929,82.2,28,784,0,,0,10,252
265,chalov,pfccska,Fedor Chalov,,CSKA Moscú,Rusia,0,0,1.8,,0,11,4,1935,0.3410852713,0.1240310078,0.4651162791,0.3118195279,,20,400,0,Delantero centro,0,10,1
266,kostic,eintracht,Filip Kostic,9900,Eintracht de Francfort,Serbia,0,0,1.84,Nike,1,3,6,1900,0.09473684211,0.1894736842,0.2842105263,0.1075103489,,26,676,0,Extremo izquierdo,1,10,612
267,caprari,sampdoria,Gianluca Caprari,2400,UC Sampdoria,Italia,0,1,1.71,,0,5,2,991,0.3027245207,0.1210898083,0.423814329,0.2782344471,22.2,25,625,0,Media punta,0,10,14
268,onyekuru,galatasaray,Henry Onyekuru,40500,Galatasaray Istanbul,Nigeria,0,0,1.75,,0,9,0,1662,0.3249097473,0,0.3249097473,0.2811016915,59.9,21,441,0,Extremo izquierdo,1,10,2438
269,muniain,athleticclub,Iker Muniain,18100,Athletic Club,España,1,1,1.69,,0,6,2,1481,0.2430790007,0.08102633356,0.3241053342,0.2212292029,,26,676,0,Extremo izquierdo,1,10,61
270,slimani,fenerbahce,Islam Slimani,74000,Fenerbahce Istanbul,Argelia,0,0,1.88,Nike,1,4,0,1777,0.1350590884,0,0.1350590884,0.1168488742,1300,30,900,0,Delantero centro,0,10,515
271,cavaleiro,wolves,Ivan Cavaleiro,12100,Wolverhampton Wanderers,,0,0,1.75,,0,3,2,619,0.2907915994,0.1938610662,0.4846526656,0.277722314,18.5,25,625,0,,0,10,29
272,gudmundsso,burnley,Johann Berg Gudmundsson,2900,Burnley FC,Islandia,1,0,1.86,,0,2,5,1881,0.06379585327,0.1594896332,0.2232854864,0.07669838539,25.5,28,784,0,Extremo derecho,0,10,0
273,jony,alaves,Jony,,Deportivo Alavés,España,1,1,1.79,,0,2,6,1475,0.0813559322,0.2440677966,0.3254237288,0.1032946106,22.6,27,729,0,Extremo izquierdo,1,10,403
274,morales,levanteud,José Luis Morales,6600,Levante UD,España,1,1,1.8,,0,6,2,1826,0.1971522453,0.06571741512,0.2628696605,0.1794306952,,31,961,1,Extremo izquierdo,1,10,38
275,martinez,atlutd,Josef Martínez,49500,Atlanta United FC,Venezuela,0,0,1.72,,0,100,23,14436,0.4156275977,0.09559434746,0.5112219451,0.3724770471,112,25,625,0,Delantero centro,0,10,788
276,mitroglou,om,Konstantinos Mitroglou,3600,Olympique de Marseille,Grecia,0,0,1.88,,0,3,0,737,0.2442333786,0,0.2442333786,0.2113030354,,30,900,0,Delantero centro,0,10,159
277,pavoletti,cagliaricalcio,Leonardo Pavoletti,5400,Cagliari Calcio,Italia,0,1,1.88,Asics,0,9,1,1480,0.3648648649,0.04054054054,0.4054054054,0.3211357425,,30,900,0,Delantero centro,0,10,18
278,dejong,psv,Luuk de Jong,49500,PSV Eindhoven,Países Bajos,0,0,1.88,,0,19,9,2421,0.4708798017,0.2230483271,0.6939281289,0.437464322,41.8,28,784,0,Delantero centro,0,10,4
279,gabbiadini,sampdoria,Manolo Gabbiadini,9900,UC Sampdoria,Italia,0,1,1.81,,0,2,1,656,0.1829268293,0.09146341463,0.2743902439,0.1705946835,241,27,729,0,Delantero centro,0,10,47
280,vydra,burnley,Matej Vydra,9900,Burnley FC,,0,0,1.8,,0,2,1,512,0.234375,0.1171875,0.3515625,0.2185744382,,26,676,0,,0,10,78
281,kruse,werderbremen,Max Kruse,33100,SV Werder Bremen,Alemania,0,1,1.8,adidas,0,5,7,1758,0.1706484642,0.2389078498,0.409556314,0.1798519768,,30,900,0,Delantero centro,0,10,140
282,petersen,scfreiburg,Nils Petersen,49500,SC Freiburg,Alemania,0,1,1.88,adidas,0,6,0,1342,0.2682563338,0,0.2682563338,0.2320869405,,30,900,0,Delantero centro,0,10,20
283,burke,celtic,Oliver Burke,12100,Celtic FC,Escocia,0,0,1.88,adidas,0,6,3,837,0.4301075269,0.2150537634,0.6451612903,0.4011115138,40.9,21,441,0,Extremo derecho,0,10,333
284,sisto,rccelta,Pione Sisto,33100,Celta de Vigo,Dinamarca,1,0,1.72,,0,2,1,761,0.1576872536,0.07884362681,0.2365308804,0.1470566522,,23,529,0,Extremo izquierdo,1,10,24
285,ghezzal,lcfc,Rachid Ghezzal,18100,Leicester City,Argelia,1,0,1.82,Nike,1,3,0,879,0.204778157,0,0.204778157,0.177167619,,26,676,0,Extremo derecho,0,10,14
286,horta,scbraga,Ricardo Horta,3600,SC Braga,Portugal,0,0,1.73,,0,8,3,1594,0.3011292346,0.112923463,0.4140526976,0.2757531755,,24,576,0,Extremo izquierdo,1,10,7
287,rodrygo,santos,Rodrygo,,Santos FC,Brasil,0,1,1.73,,0,9,3,3253,0.1660006148,0.05533353827,0.2213341531,0.1510792112,50,18,324,0,Extremo izquierdo,1,10,1886
288,mounie,htafc,Steve Mounié,5400,Huddersfield Town,Benín,1,0,1.9,,0,1,3,1207,0.04971002486,0.1491300746,0.1988400994,0.06311497538,,24,576,0,Delantero centro,0,10,122
289,abraham,avfc,Tammy Abraham,6010,Aston Villa,Inglaterra,1,1,1.9,,0,19,1,2085,0.5467625899,0.02877697842,0.5755395683,0.4769218333,107,21,441,0,Delantero centro,0,10,445
290,ince,stokecity,Tom Ince,14800,Stoke City,Inglaterra,1,1,1.78,,0,6,5,2272,0.1584507042,0.1320422535,0.2904929577,0.1548900142,,26,676,0,Extremo derecho,0,10,20
291,deeney,watfordfc,Troy Deeney,49500,FC Watford,,0,0,1.84,,0,6,2,1655,0.2175226586,0.07250755287,0.2900302115,0.1979700601,,30,900,0,,0,10,438
292,germain,om,Valère Germain,18100,Olympique de Marseille,Francia,0,1,1.8,,0,3,0,1318,0.1365705615,0,0.1365705615,0.1181565532,96.5,28,784,0,Delantero centro,0,10,1223
293,tsyhankov,dynamokyiv,Viktor Tsyhankov,1000,Dynamo Kyiv,Ucrania,0,0,1.77,,0,11,8,2423,0.2723895997,0.198101527,0.4704911267,0.2623732303,,21,441,0,Extremo derecho,0,10,2
294,karamoh,girondins,Yann Karamoh,14800,FC Girondins de Bordeaux,Francia,0,1,1.85,,0,3,3,1173,0.1534526854,0.1534526854,0.3069053708,0.1534526854,,20,400,0,Extremo derecho,0,10,150
295,konoplianka,s04,Yevhen Konoplianka,5400,FC Schalke 04,Ucrania,0,0,1.78,,0,1,2,931,0.06444683136,0.1288936627,0.1933404941,0.07313629177,21.4,29,841,0,Extremo izquierdo,1,10,2
296,muto,nufc,Yoshinori Muto,3050,Newcastle United,Japón,1,0,1.78,,0,1,0,539,0.1113172542,0,0.1113172542,0.0963081862,,26,676,0,Delantero centro,0,10,64
297,azmoun,fcrk,Sardar Azmoun,40500,Rubin Kazan,Irán,0,0,1.86,,0,5,4,1439,0.2084781098,0.1667824878,0.3752605976,0.2028562282,,24,576,0,Delantero centro,0,9.5,0
298,pato,tianhai,Alexandre Pato,110000,Tianjin Tianhai,Brasil,0,1,1.8,,0,149,46,24836,0.3599613464,0.1111290063,0.4710903527,0.3264109185,,29,841,0,Delantero centro,0,9,83
299,ayew,fenerbahce,André Ayew,74000,Fenerbahce Istanbul,Ghana,0,0,1.76,,0,4,2,1869,0.1284109149,0.06420545746,0.1926163724,0.1197539993,524,29,841,0,Extremo derecho,0,9,508
300,modeste,fckoeln,Anthony Modeste,40500,1.FC Köln,Francia,0,1,1.87,,0,141,33,24348,0.3474618038,0.08132084771,0.4287826516,0.31157763,30.8,30,900,0,Delantero centro,0,9,46
301,zahavi,guangzhou,Eran Zahavi,5400,Guangzhou R&F,Israel,0,0,1.81,Nike,1,214,53,28115,0.456695714,0.1131068824,0.5698025965,0.41036913,,31,961,1,Media punta,0,9,22
302,rodrigues,ittihad,Garry Rodrigues,49500,Al-Ittihad Jedah,Cabo Verde,0,0,1.73,,0,4,2,1513,0.1586252479,0.07931262393,0.2379378718,0.1479314109,,28,784,0,Extremo izquierdo,1,9,4
303,gervinho,parmacalcio,Gervinho,,Parma Calcio 1913,Costa de Marfil,0,0,1.79,Nike,1,6,2,1080,0.3333333333,0.1111111111,0.4444444444,0.3033707865,413,31,961,1,Extremo izquierdo,1,9,3
304,burgstaller,s04,Guido Burgstaller,8100,FC Schalke 04,Austria,0,0,1.87,,0,3,2,1109,0.1623083859,0.1082055906,0.2705139766,0.155013627,,29,841,0,Delantero centro,0,9,201
305,seferovic,benfica,Haris Seferovic,9900,SL Benfica,Suiza,0,0,1.86,adidas,0,11,5,1909,0.3457307491,0.1571503405,0.5028810896,0.3203041771,,26,676,0,Delantero centro,0,9,952
306,kodjia,avfc,Jonathan Kodjia,5400,Aston Villa,,0,0,1.89,,0,6,4,1576,0.2284263959,0.152284264,0.3807106599,0.2181600411,30.8,29,841,0,,0,9,100
307,ibe,afcbournemouth,Jordon Ibe,8100,AFC Bournemouth,,0,0,1.76,,0,2,0,712,0.1685393258,0,0.1685393258,0.1458149224,,23,529,0,,0,9,1
308,terrier,ol,Martin Terrier,18100,Olympique Lyonnais,Francia,0,1,1.84,,0,4,0,855,0.2807017544,0,0.2807017544,0.2428543268,,21,441,0,Extremo izquierdo,1,9,587
309,phillips,wba,Matt Phillips,9900,West Bromwich Albion,Escocia,1,0,1.83,,0,5,6,1871,0.1603420631,0.1924104757,0.3527525387,0.164665894,,27,729,0,Extremo derecho,0,9,1578
310,konate,amienssc,Moussa Konaté,3600,SC Amiens,Senegal,0,0,1.83,,0,3,1,821,0.2192448234,0.0730816078,0.2923264312,0.1995374235,,25,625,0,Delantero centro,0,9,40
311,maolida,ogcnice,Myziane Maolida,4400,OGC Nice,Francia,0,1,1.82,,0,1,4,907,0.06615214994,0.2646085998,0.3307607497,0.09291032296,,19,361,0,Delantero centro,0,9,12
312,radonjic,om,Nemanja Radonjic,18100,Olympique de Marseille,Serbia,0,0,1.85,Nike,1,4,1,1145,0.2096069869,0.05240174672,0.2620087336,0.1884107747,,22,484,0,Extremo izquierdo,1,9,180
313,jorgensen,feyenoord,Nicolai Jörgensen,6600,Feyenoord Rotterdam,Dinamarca,0,0,1.9,,0,6,1,901,0.3995560488,0.06659267481,0.4661487236,0.3546621108,32.7,28,784,0,Delantero centro,0,9,15
314,ighalo,ccytfc,Odion Ighalo,14800,Changchun Yatai,Nigeria,0,0,1.83,Nike,1,121,25,19804,0.3665926076,0.07574227429,0.4423348818,0.3273768323,43.1,29,841,0,Delantero centro,0,9,0
315,soares,porto,Tiquinho Soares,,FC Porto,Brasil,0,1,1.87,Puma,0,13,5,1279,0.6098514464,0.2345582486,0.8444096951,0.5592501164,,28,784,0,Delantero centro,0,9,3188
316,wanderson,krasnodar,Wanderson,,FK Krasnodar,Brasil,0,1,1.75,,0,5,4,1751,0.1713306682,0.1370645346,0.3083952027,0.1667105153,,24,576,0,Extremo izquierdo,1,9,80
317,kokorin,zenit,Aleksandr Kokorin,9900,Zenit St. Petersburg,Rusia,0,0,1.83,,0,2,0,125,0.96,0,0.96,0.8305617978,87.6,27,729,0,Delantero centro,0,8.5,117
318,gaitan,DalianYifang,Nico Gaitán,14800,Dalian Yifang,Argentina,0,1,1.74,adidas,0,60,113,27926,0.1289121249,0.2427845019,0.3716966268,0.1442657038,67.9,30,900,0,Extremo izquierdo,1,8.5,32
319,diakhaby,htafc,Adama Diakhaby,5400,Huddersfield Town,Francia,1,1,1.84,,0,0,0,363,0,0,0,0,,22,484,0,Delantero centro,0,8,28
320,alan,gzevergrande,Alan,,Guangzhou Evergrande Taobao,Brasil,0,1,1.85,,0,163,66,18279,0.5350402101,0.2166420483,0.7516822583,0.4921101208,0.133,29,841,0,Delantero centro,0,8,0
321,carroll,westham,Andy Carroll,74000,West Ham United,Inglaterra,1,1,1.93,,0,1,0,445,0.1348314607,0,0.1348314607,0.1166519379,295,30,900,0,Delantero centro,0,8,47
322,knockaert,bhafc,Anthony Knockaert,9900,Brighton & Hove Albion,Francia,1,1,1.72,,0,2,5,1321,0.09084027252,0.2271006813,0.3179409538,0.1092124625,,27,729,0,Extremo derecho,0,8,965
323,barnes,burnley,Ashley Barnes,22200,Burnley FC,Inglaterra,1,1,1.86,,0,5,1,1523,0.1969796454,0.03939592909,0.2363755745,0.1757324028,,29,841,0,Delantero centro,0,8,430
324,sousa,scbraga,Dyego Sousa,1600,SC Braga,Brasil,0,1,1.9,,0,17,5,1796,0.5679287305,0.1670378619,0.7349665924,0.5138760291,,29,841,0,Delantero centro,0,8,14
325,unal,valladolid,Enes Ünal,18100,Real Valladolid CF,Turquía,1,0,1.87,,0,3,1,1390,0.1294964029,0.04316546763,0.1726618705,0.1178562768,,21,441,0,Delantero centro,0,8,92
326,choupo,psg,Eric Maxim Choupo-Moting,22200,FC Paris Saint-Germain,Camerún,0,0,1.91,Puma,0,1,1,505,0.1188118812,0.1188118812,0.2376237624,0.1188118812,,29,841,0,Delantero centro,0,8,884
327,barco,atlutd,Ezequiel Barco,49500,Atlanta United FC,Argentina,0,1,1.67,,0,13,9,5079,0.1535735381,0.1063201418,0.2598936799,0.1472022936,,19,361,0,Extremo izquierdo,1,8,534
328,tait,angers,Flavien Tait,1600,SCO Angers,Francia,0,1,1.75,Nike,1,2,7,1646,0.07290400972,0.255164034,0.3280680437,0.09747839502,,25,625,0,Extremo izquierdo,1,8,18
329,barbosa,flamengo,Gabriel Barbosa,60500,Clube de Regatas do Flamengo,Brasil,0,1,1.78,Nike,1,45,13,9454,0.2855933996,0.08250475989,0.3680981595,0.2582106617,630,22,484,0,Media punta,0,8,1867
330,laborde,mhr,Gaëtan Laborde,5400,Montpellier Hérault SC,,0,0,1.81,,0,9,2,1746,0.3092783505,0.06872852234,0.3780068729,0.2768446658,,24,576,0,,0,8,0
331,pussetto,udinese,Ignacio Pussetto,4400,Udinese Calcio,,0,0,1.8,,0,3,2,1214,0.1482701812,0.09884678748,0.2471169687,0.1416063528,,23,529,0,,0,8,382
332,ayew,cpfc,Jordan Ayew,33100,Crystal Palace,Ghana,1,0,1.82,,0,2,1,1014,0.1183431953,0.05917159763,0.1775147929,0.1103650023,,27,729,0,Delantero centro,0,8,25
333,hugil,middlesbrough,Jordan Hugill,18100,Middlesbrough FC,,0,0,1.83,,0,7,1,1640,0.256097561,0.03658536585,0.2926829268,0.2265004111,,26,676,0,,0,8,0
334,murphy,cardiffcity,Josh Murphy,9900,Cardiff City,,0,0,1.73,,0,3,0,1206,0.1492537313,0,0.1492537313,0.1291296327,37.7,23,529,0,,0,8,0
335,lasagna,udinese,Kevin Lasagna,22200,Udinese Calcio,Italia,0,1,1.81,,0,3,0,1569,0.1147227533,0,0.1147227533,0.09925451694,,26,676,0,Delantero centro,0,8,458
336,boateng,fcbarcelona,Kevin-Prince Boateng,110000,FC Barcelona,Ghana,1,0,1.86,adidas,0,5,2,1149,0.2610966057,0.1044386423,0.365535248,0.2399741837,1640,31,961,1,Delantero centro,0,8,352
337,babacar,sassuolo,Khouma Babacar,4400,US Sassuolo,Senegal,0,0,1.85,,0,6,3,941,0.3825717322,0.1912858661,0.5738575983,0.3567803795,,25,625,0,Delantero centro,0,8,166
338,pratto,carp,Lucas Pratto,60500,Club Atlético River Plate,Argentina,0,1,1.88,,0,0,2,1000,0,0.12,0.12,0.01617977528,,30,900,0,Delantero centro,0,8,92
339,muriel,fiorentina,Luis Muriel,33100,ACF Fiorentina,Colombia,0,0,1.79,,0,7,4,1031,0.407371484,0.2327837051,0.6401551891,0.3838315588,0.01,27,729,0,Delantero centro,0,8,858
340,wolf,bvb,Marius Wolf,27100,Borussia Dortmund,Alemania,0,1,1.87,,0,1,0,599,0.1001669449,0,0.1001669449,0.08666128941,,23,529,0,Extremo derecho,0,8,200
341,braithwaite,cdleganes,Martin Braithwaite,18100,CD Leganés,Dinamarca,1,0,1.77,Nike,1,5,1,1619,0.1852995676,0.03705991353,0.2223594812,0.1653121985,,27,729,0,Delantero centro,0,8,103
342,gradel,toulouse,Max Gradel,5400,Toulouse FC,,0,0,1.75,,0,10,7,2007,0.2989536622,0.2092675635,0.5082212257,0.2868611545,33.7,31,961,1,,0,8,141
343,niang,staderennais,M'Baye Niang,21690,Stade Rennais FC,Senegal,0,0,1.88,Nike,1,3,2,1038,0.1734104046,0.1156069364,0.289017341,0.1656166786,342,24,576,0,Delantero centro,0,8,419
344,sliti,dijon,Naïm Sliti,5400,Dijon Football Côte d'Or,,0,0,1.73,,0,6,9,1789,0.2012297373,0.3018446059,0.5030743432,0.214795787,,26,676,0,,0,8,22
345,gonzalez,vfb,Nicólas González,8100,VfB Stuttgart,Argentina,0,1,1.8,,0,2,1,1427,0.08409250175,0.04204625088,0.1261387526,0.07842334433,,20,400,0,Delantero centro,0,8,55
346,pellegri,monaco,Pietro Pellegri,40500,AS Monaco,Italia,0,1,1.88,,0,1,0,79,0.7594936709,0,0.7594936709,0.6570900299,,17,289,0,Delantero centro,0,8,130
347,guedes,luneng,Roger Guedes,60500,Shandong Luneng Taishan,Brasil,0,1,1.82,,0,21,9,6721,0.1874721024,0.08034518673,0.2678172891,0.1730280239,,22,484,0,Extremo derecho,0,8,26
348,matrí,levanteud,Roger Martí,6600,Levante UD,España,1,1,1.79,,0,9,0,1170,0.4615384615,0,0.4615384615,0.3993085566,12.6,28,784,0,Delantero centro,0,8,0
349,berahino,stokecity,Saido Berahino,22200,Stoke City,Burundi,1,0,1.79,Nike,1,5,1,1593,0.1883239171,0.03766478343,0.2259887006,0.1680103261,116,25,625,0,Delantero centro,0,8,15
350,wagner,bayern,Sandro Wagner,165000,FC Bayern de Múnich,Alemania,0,1,1.94,Nike,1,1,0,264,0.2272727273,0,0.2272727273,0.1966292135,,31,961,1,Delantero centro,0,8,74
351,trincao,scbraga,Trincão,,SC Braga,Portugal,0,0,1.84,Nike,1,0,1,428,0,0.1401869159,0.1401869159,0.01890160664,,19,361,0,Media punta,0,8,0
352,janssen,coys,Vincent Janssen,33100,Tottenham Hotspur,Países Bajos,1,0,1.83,,0,1,0,108,0.5555555556,0,0.5555555556,0.4806491885,114,24,576,0,Delantero centro,0,8,9
353,vitinho,adsc,Vitinho,60500,Associação Desportiva São Caetano,,0,0,1.8,,0,0,0,117,0,0,0,0,,25,625,0,,0,8,0
354,rooney,dcunited,Wayne Rooney,550000,D.C. United,Inglaterra,0,1,1.76,Nike,1,291,156,54036,0.3231179214,0.1732178548,0.4963357761,0.3029066764,17000,33,1089,1,Delantero centro,0,8,612
355,ounas,napoli,Adam Ounas,12100,SSC Napoli,Argelia,0,0,1.72,,0,2,0,433,0.2771362587,0,0.2771362587,0.2397695721,,22,484,0,Extremo derecho,0,7.5,258
356,pedraza,villareal,Alfonso Pedraza,4400,Villarreal CF,,0,0,1.84,,0,1,5,1482,0.04048582996,0.2024291498,0.2429149798,0.06232088432,,22,484,0,,0,7.5,4
357,kwon,dijon,Chang-hoon Kwon,5400,Dijon Football Côte d'Or,,0,0,1.74,,0,2,0,365,0.3287671233,0,0.3287671233,0.2844389718,,24,576,0,,0,7.5,4
358,bande,ajax,Hassane Bandé,3600,AFC Ajax Amsterdam,Burkina Faso,0,0,1.78,,0,12,2,2136,0.3370786517,0.05617977528,0.393258427,0.2992046459,,20,400,0,Extremo izquierdo,1,7.5,66
359,susaeta,athleticclub,Markel Susaeta,3600,Athletic Club,,0,0,1.79,,0,1,4,1271,0.04720692368,0.1888276947,0.2360346184,0.0663018591,,31,961,1,,0,7.5,57
360,alsoma,nffc,Omar Al-Soma,2400,Nottingham Forest FC,,0,0,1.92,Nike,1,11,4,1184,0.5574324324,0.2027027027,0.7601351351,0.5096037048,,29,841,0,,0,7.5,0
361,doan,groningen,Ritsu Doan,6600,FC Groningen,Japón,0,0,1.72,Nike,1,4,2,1620,0.1481481481,0.07407407407,0.2222222222,0.1381606325,,20,400,0,Extremo derecho,0,7.5,72
362,assale,fcbyb,Roger Assalé,2900,BSC Young Boys,Costa de Marfil,0,0,1.67,,0,7,5,1654,0.253929867,0.1813784764,0.4353083434,0.244147657,,25,625,0,Delantero centro,0,7.5,13
363,borre,carp,Santos Borré,12100,Club Atlético River Plate,Colombia,0,0,1.74,,0,5,2,837,0.3584229391,0.1433691756,0.5017921147,0.329426926,,23,529,0,Delantero centro,0,7.5,34
364,enrich,eibar,Sergi Enrich,14800,Sociedad Deportiva Eibar,,0,0,1.81,,0,5,1,1475,0.2033898305,0.0406779661,0.2440677966,0.1814511522,,28,784,0,,0,7.5,94
365,sanabria,genoacfc,Antonio Sanabria,9900,Genoa CFC,Paraguay,0,0,1.81,,0,6,2,1384,0.2601156069,0.08670520231,0.3468208092,0.2367344288,0.004736,22,484,0,Delantero centro,0,7,6
366,cheryshev,valencia,Denis Cheryshev,18600,Valencia CF,Rusia,1,0,1.79,,0,2,2,1113,0.1078167116,0.1078167116,0.2156334232,0.1078167116,688,28,784,0,Extremo izquierdo,1,7,167
367,djaniny,alahli,Djaniny,,Al-Ahli Saudi Football Club,,0,0,1.9,,0,13,3,847,0.9208972845,0.212514758,1.133412043,0.8253850338,,27,729,0,,0,7,1
368,eder,suning,Éder,90500,Jiangsu Suning,Italia,0,1,1.78,,0,129,52,27439,0.2820802507,0.1137067677,0.3957870185,0.2593782081,,32,1024,1,Media punta,0,7,1
369,junior,duhail,Edmílson Junior,6600,Al Duhail Sports Club,Bélgica,0,0,1.8,Nike,1,4,1,1106,0.2169981917,0.05424954792,0.2712477396,0.1950545543,,24,576,0,Extremo izquierdo,1,7,0
370,rigoni,zenit,Emiliano Rigoni,14800,Zenit St. Petersburg,Argentina,0,1,1.8,adidas,0,3,0,591,0.3045685279,0,0.3045685279,0.2635031084,,25,625,0,Extremo derecho,0,7,159
371,everton,gremio,Everton,5400,Grêmio Foot-Ball Porto Alegrense,Brasil,0,1,1.74,,0,31,9,7558,0.246096851,0.07144747288,0.3175443239,0.2225486203,,22,484,0,Extremo izquierdo,1,7,3168
372,borini,acmilan,Fabio Borini,18100,AC Milan,Italia,0,1,1.8,,0,2,1,719,0.1668984701,0.08344923505,0.2503477051,0.1556468878,,27,729,0,Extremo izquierdo,1,7,31
373,forestieri,swfc,Fernando Forestieri,4400,sheffield Wednesday FC,,0,0,1.72,,0,3,1,807,0.2230483271,0.07434944238,0.2973977695,0.2029990393,,29,841,0,,0,7,43
374,nkoudou,coys,Georges-Kevin N'Koudou,2900,Tottenham Hotspur,Francia,1,1,1.74,,0,0,1,121,0,0.4958677686,0.4958677686,0.06685857554,101,23,529,0,Extremo izquierdo,1,7,4
375,belfodil,tsghoffenheim,Ishak Belfodil,8100,TSG 1899 Hoffenheim,Argelia,0,0,1.91,,0,5,2,1196,0.2508361204,0.1003344482,0.3511705686,0.2305437601,,27,729,0,Delantero centro,0,7,10
376,murphy,wba,Jacob Murphy,8100,West Bromwich Albion FC,,0,0,1.73,,0,0,2,581,0,0.2065404475,0.2065404475,0.02784815023,65.6,23,529,0,,0,7,60
377,siebatcheu,staderennais,Jordan Siebatcheu,2400,Stade Rennais FC,,0,0,1.9,,0,5,1,991,0.3027245207,0.06054490414,0.3632694248,0.2700710892,0.003689,22,484,0,,0,7,0
378,cabral,sporting_cp,Jovane Cabral,,Sporting CP,Cabo Verde,0,0,1.76,,0,4,7,899,0.2669632925,0.467185762,0.7341490545,0.2939595806,,20,400,0,Extremo derecho,0,7,2
379,zohore,cardiffcity,Kenneth Zohore,5400,Cardiff City,,0,0,1.9,,0,0,0,308,0,0,0,0,,24,576,0,,0,7,0
380,dimata,anderlecht,Landry Dimata,2900,RSC Anderlecht,Bélgica,0,0,1.85,,0,13,4,1771,0.4404291361,0.1355166573,0.5759457933,0.3993173412,,21,441,0,Delantero centro,0,7,19
381,mothiba,rcsa,Lebo Mothiba,8100,RC Strasbourg Alsace,Sudáfrica,0,0,1.82,adidas,0,8,2,1314,0.3652968037,0.09132420091,0.4566210046,0.3283566774,11.5,23,529,0,Delantero centro,0,7,23
382,araujo,losc,Luiz Araújo,8100,LOSC Lille Métropole,,0,0,1.75,,0,3,0,572,0.3146853147,0,0.3146853147,0.2722558341,,22,484,0,,0,7,44
383,diouf,stokecity,Mame Diouf,5400,Stoke City,Senegal,1,0,1.85,,0,0,1,537,0,0.1117318436,0.1117318436,0.01506496767,,31,961,1,Delantero centro,0,7,14
384,diaby,psg,Moussa Diaby,22200,FC Paris Saint-Germain,Francia,0,1,1.7,,0,3,6,698,0.2578796562,0.5157593123,0.7736389685,0.2926499469,,19,361,0,Extremo izquierdo,1,7,140
385,sansone,bologna,Nicola Sansone,8100,FC Bologna,Italia,0,1,1.73,Nike,1,1,2,608,0.09868421053,0.1973684211,0.2960526316,0.1119899468,,27,729,0,Extremo izquierdo,1,7,67
386,preville,girondins,Nicolas de Préville,1600,FC Girondins de Bordeaux,,0,0,1.82,,0,2,1,809,0.1483312732,0.07416563659,0.2224969098,0.1383314121,,28,784,0,,0,7,139
387,watkins,brentford,Ollie Watkins,5400,FC Brentford,Inglaterra,1,1,1.8,,0,7,4,2098,0.2001906578,0.1143946616,0.3145853194,0.1886226583,,23,529,0,Extremo izquierdo,1,7,35
388,niasse,cardiffcity,Oumar Niasse,14800,Cardiff City,Senegal,1,0,1.82,,0,0,1,239,0,0.2510460251,0.2510460251,0.03384890226,0.006573,28,784,0,Delantero centro,0,7,0
389,sobhi,alahly,Ramadan Sobhi,27100,El Ahly Cairo,Egipto,0,0,1.83,,0,1,1,525,0.1142857143,0.1142857143,0.2285714286,0.1142857143,,22,484,0,Extremo izquierdo,1,7,1
390,tomas,vallecano,Raúl de Tomás,2804,Rayo Vallecano,España,1,1,1.8,,0,8,0,1412,0.3399433428,0,0.3399433428,0.2941082853,,24,576,0,Delantero centro,0,7,93
391,snodgrass,westham,Robert Snodgrass,12100,West Ham United,,0,0,1.82,Nike,1,4,7,1673,0.1434548715,0.2510460251,0.3945008966,0.1579615439,,31,961,1,,0,7,3
392,kalu,girondins,Samuel Kalu,,FC Girondins de Bordeaux,,0,0,1.76,,0,4,4,1858,0.1291711518,0.1291711518,0.2583423036,0.1291711518,,21,441,0,,0,7,47
393,long,southampton,Shane Long,22200,Southampton FC,,0,0,1.8,,0,1,2,837,0.07168458781,0.1433691756,0.2150537634,0.0813499255,,32,1024,1,,0,7,262
394,bony,swans,Wilfried Bony,27100,Swansea City,Costa de Marfil,1,0,1.81,,0,1,0,181,0.3314917127,0,0.3314917127,0.2867962009,61.2,30,900,0,Delantero centro,0,7,0
395,luis,fcsm,Zé Luís,2900,Spartak Moskva,Cabo Verde,0,0,1.84,,0,11,1,1673,0.3945008966,0.03586371787,0.4303646145,0.3461453219,,28,784,0,Delantero centro,0,7,1
396,hernandez,pfccska,Abel Hernández,27100,CSKA Moscú,Uruguay,0,1,1.85,Nike,1,2,1,406,0.2955665025,0.1477832512,0.4433497537,0.2756406708,0.005438,28,784,0,Delantero centro,0,6.5,0
397,cerri,cagliaricalcio,Alberto Cerri,5400,Cagliari Calcio,Italia,0,1,1.94,Nike,1,1,0,508,0.1181102362,0,0.1181102362,0.1021852606,,22,484,0,Delantero centro,0,6.5,1
398,njie,om,Clinton N'Jie,18100,Olympique de Marseille,Camerún,0,0,1.75,,0,1,0,325,0.1846153846,0,0.1846153846,0.1597234226,,25,625,0,Delantero centro,0,6.5,85
399,kownacki,sampdoria,Dawid Kownacki,22200,UC Sampdoria,Polonia,0,0,1.86,Nike,1,2,1,359,0.3342618384,0.1671309192,0.5013927577,0.3117273325,,21,441,0,Delantero centro,0,6.5,17
