symbol,name,exchange,technology,industriaRBICS,finance,price,marketvalue,sales,netsales,ebit,depandamort,interest,netincome,taxes,retainearnigs,assests,currentassets,liabilities,daysreceiv,ccc,intangibles,netreceivables,freecashflow,cashflowoperations,capex,roaaverage,marketvaluelastyear,entreprisevalue,pricebv,pricetbv,growtheps,growthlongterm,pricetoearnings,evtoebitda,indistrifactset,equity,freecashtoassets,freecashtotangibleassets,debt
ICLK,iClick Interactive Asia Group Ltd. Sponsored ADR,NASDAQ,1,Business Services,0,4.46,239.9102437,160.24908,125.6830168,-15.22248,5.602947246,0.552869615,-30.03255982,0.549859436,-149.0014252,188.8187372,127.4247981,68.83681048,110.2137812,,59.09497882,40.79729501,-14.0766,-13.92810006,0.165559867,-16.75052921,181.2774634,218.2457904,3.931227,6.3137133,0,,,,Advertising/Marketing Services,119.9819267,-0.074550864,-0.10851212,0.36456557
IDEX,"Ideanomics, Inc.",NASDAQ,1,Consumer Cyclicals,0,1.79,183.056134,400.25467,144.338805,-9.56508,0.306801,0.095658,-9.835601,0,-125.865391,63.039616,55.801238,31.655009,48.34262723,-5.883117364,0.148874,26.962085,-10.02125,-9.972693,0.048555,-16.56021549,122.3919467,277.8175155,10.05431,10.10222449,,,,,Information Technology Services,31.384607,-0.158967498,-0.159343803,0.502144699
IDSY,"I.D. Systems, Inc.",NASDAQ,1,Technology,0,6.68,121.0416025,52.740005,53.064,-5.736,1.561,0.173,-5.812,0,-101.18,57.803,29,26.269,69.89917835,36.48629537,12.023,10.283,-1.953,-1.702,0.251,-9.789868194,101.2908075,85.47247,,,1012.5,30,,,Electronic Equipment/Instruments,31.534,-0.033787174,-0.04266055,0.454457381
IDT,IDT Corporation Class B,NYSE,0,Telecommunications,0,5.89,139.6990115,1516.2561,1547.495,13.636,22.801,0,4.208,2.902,-173.103,399.597,328.881,368.294,15.98693372,,11.315,69.481,-0.173,20.394,20.567,0.916216687,146.8144158,56.3475,4.185401,6.632978448,,,30.88235294,1.546436315,Specialty Telecommunications,31.303,-0.000432936,-0.000445552,0.921663576
IEA,"Infrastructure & Energy Alternatives, Inc.",NASDAQ,1,Finance,1,5.82,128.3616819,503.487,0,-0.60571,,0,-0.490777,0.14858,0.191127,151.44969,0.39171,6.23503,,,0,,-0.49864,-0.498644,0,-0.324501568,180.6326615,191.738618,10.48786,10.48782875,0,8,,,Engineering & Construction,145.21466,-0.003292446,-0.003292446,0.041168985
IESC,"IES Holdings, Inc.",NASDAQ,1,Industrials,0,18.45,389.9961251,922.37006,876.828,26.042,8.86,1.946,-14.157,38.151,32.314,429.191,262.693,205.552,80.1492425,55.07075123,81.292,207.336,7.661,12.224,4.563,-3.31668004,329.7532943,419.878566,1.876111,2.972418158,,,,12.03021506,Engineering & Construction,223.639,0.017849862,0.022020759,0.478928962
IFRX,InflaRx N.V.,NASDAQ,1,Healthcare,0,39.95,1036.183181,0,0,-22.0545,0.080083354,5.552821871,-27.33887802,0,-61.5926344,149.1549704,148.8739832,5.7446272,,,0.0492328,,-13.87472,-13.70666085,0.16806225,-30.3278245,943.3286723,49.11344996,1.032543,1.032897133,0,,,,Biotechnology,143.4103432,-0.093022177,-0.093052891,0.038514487
IHC,Independence Holding Company,NYSE,0,Healthcare,0,37.98,561.9140961,343.83203,318.648,,1.92,0,42.042,-13.794,356.383,1049.72,450.925,613.412,,,65.366,,28.604,28.604,0,3.824405899,520.784014,444.1836,0.9471533,1.11622851,,,10.45196665,,Life/Health Insurance,436.308,0.027249171,0.029058652,0.584357733
III,"Information Services Group, Inc.",NASDAQ,1,Business Services,0,4.24,191.5886332,274.47998,269.554,11.602,12.721,6.821,-2.13,4.198,-157.814,224.76,103.711,161.223,91.73002441,,111.303,70.824,8.275,11.444,3.169,-0.911212404,191.5886332,265.33125,2.858886,,0,14,,10.90865642,Miscellaneous Commercial Services,63.537,0.036817049,0.072935121,0.717311799
IIIN,"Insteel Industries, Inc.",NASDAQ,1,Non-Energy Materials,0,21.32,409.834345,459.58603,453.217,41.393,12.818,0.114,36.266,6.364,151.084,329.534,195.477,87.869,37.3253265,77.87721223,17.996,51.484,35.52,53.969,18.449,11.83989083,466.7101762,647.71776,2.854038,3.083669351,0,,19.07191835,11.94808729,Metal Fabrication,241.665,0.107788574,0.114014984,0.266646234
IIIV,"i3 Verticals, Inc. Class A",NASDAQ,1,Technology,0,21.92,578.4864486,331.15497,323.508,16.227,11.839,8.498,-6.898,0.337,0.736,175.142,16.565,62.944,11.79704984,8.840999343,153.349,12.5,15.863,18.08,5.693,-4.377834121,634.3555058,311.6152374,5.327979,,1.670647,20,,11.1029444,Packaged Software,112.198,0.090572221,0.727894278,0.359388382
IIN,IntriCon Corporation,NASDAQ,1,Healthcare,0,24.36,211.0550345,116.462,116.462,7.114,,0.314,5.547,0.484,-0.509,115.248,84.544,23.274,32.17279027,59.29509163,13.393,11.479,,,,6.586634369,227.9495673,181.2664,2.478194,2.899209986,0,12,41.21875,,Medical Specialties,91.974,,,0.201947105
IIPR,Innovative Industrial Properties Inc,NYSE,0,Finance,1,71.35,697.5175867,12.285999,6.42,-0.11,0.915,0,-0.131,0,-4.464,80.028,,6.479,,,0,,-0.896,5.015,5.911,-0.182763071,443.7326351,111.306426,1.899933,1.899933819,0,,,138.2688522,Real Estate Investment Trusts,73.549,-0.011196081,-0.011196081,0.080959164
ILPT,Industrial Logistics Properties Trust,NASDAQ,1,Finance,1,20.16,1311.911929,162.53,162.53,90.301,27.373,16.081,74.388,0.032,29.175,1534.611,,506.338,123.5179044,,75.803,,91.759,96.763,5.004,5.049597902,1279.966217,1714.2208,1.244826,1.343896542,,-8.97179,16.95982066,14.42024294,Real Estate Investment Trusts,1028.273,0.059793003,0.062899984,0.329945504
IMAX,IMAX Corporation,NYSE,0,Technology,0,22.95,1410.920162,374.401,374.401,70.746,56.331,2.916,22.844,9.518,-85.385,873.6,316.664,274.243,134.6426225,159.5234178,73.122,120.22,96.604,109.972,22.064,2.625427247,1155.573472,1172.28267,2.256256,2.632034532,0.7666707,19,51.9326339,9.224979107,Movies/Entertainment,599.357,0.110581502,0.120682892,0.313922848
IMDZ,Immune Design Corp.,NASDAQ,1,Healthcare,0,5.83,281.9212972,2.2049999,7.195,-52.812,0.351,0,-51.862,0,-235.757,153.834,153.143,14.622,189.0694927,-1725.562482,0,0.647,-47.487,-47.059,0.428,-38.65553108,62.61449889,-31.5619301,1.346634,1.346634881,0,,,,Biotechnology,139.212,-0.308689887,-0.308689887,0.095050509
IMGN,"ImmunoGen, Inc.",NASDAQ,1,Healthcare,0,2.69,401.9129184,53.445999,53.446,-157.756,7.411,10.726,-168.843,0,-1183.335,295.381,278.781,284.409,59.05998578,,,2.818,-171.668,-166.422,5.246,-57.22938631,715.6368448,559.7778,65.35947,65.35909588,100000,,,,Biotechnology,10.972,-0.581174822,,0.962854754
IMKTA,"Ingles Markets, Incorporated Class A",NASDAQ,1,Consumer Non-Cyclicals,0,29.83,587.7861768,4140.8555,4092.804877,123.79525,113.082675,48.707921,97.364628,-17.046,582.08957,1824.91082,496.743116,1229.497012,7.717985409,30.88746887,,70.056909,10.75355,161.240058,150.486508,5.47266449,536.3301322,1548.947798,1.133429,1.133429102,0,8.5,7.12680511,6.539012999,Food Retail,595.413808,0.005892644,,0.673729915
IMMR,Immersion Corporation,NASDAQ,1,Technology,0,8.68,267.8214054,110.979,110.979,53.101,0.855,0,54.343,0.392,-98.521,145.995,126.825,46.335,3.053753413,,0,0.645,69.85,69.924,0.074,54.90023741,275.9948767,156.48872,2.771737,2.771733744,0,17.5,5.178292782,2.900302469,Computer Peripherals,99.66,0.478441043,0.478441043,0.317373883
IMXI,"International Money Express, Inc.",NASDAQ,1,Finance,1,10.85,392.5855492,169.83067,0,-1.13181,,0,-0.185347,0.436721,-0.189155,176.259327,0.376141,10.132259,,,0,,-0.66772,-0.66772,0,-0.209751761,432.7486653,237.9467427,15.43649,15.43642804,0,,,,Financial Conglomerates,166.127068,-0.003788282,-0.003788282,0.057484952
INAP,Internap Corporation,NASDAQ,1,Technology,0,5.25,133.9432526,309.17096,280.718,10.852,74.993,50.476,-45.343,0.253,-1323.723,586.525,41.07,587.557,23.29895126,,75.875,17.794,3.451,39.165,36.449,-8.915783471,105.8789545,817.01803,,,0,3,,9.495572279,Internet Software/Services,-1.032,0.005883807,0.006758053,1.001759516
INBK,First Internet Bancorp,NASDAQ,1,Finance,1,20.35,206.9798443,124.227,124.227,,,10.716,21.9,2.052,77.689,3541.692,,3252.957,,,4.687,,,,,0.694204612,207.8952358,746.3048673,0.7200053,0.731885816,0,,8.886956522,,Regional Banks,288.735,,,0.918475407
INFN,Infinera Corporation,NASDAQ,1,Technology,0,4.86,852.691903,943.37903,943.379,-151.521,,22.049,-211.355,-0.109,-954.031,1803.254,955.71,1096.484,88.18269752,184.2192054,464.218,329.682,,,,-14.47179043,698.1981297,842.37016,0.9731152,2.835548336,0,20,,,Telecommunications Equipment,706.77,,,0.608058543
INN,"Summit Hotel Properties, Inc.",NYSE,0,Finance,1,11.46,1200.813151,567.12,567.12,84.65,101.013,42.24,90.65,-0.922,4.838,2222.297,,1030.153,9.963936204,,0,,95.041,161.651,66.61,4.090546145,1019.324497,1898.92766,0.8569328,0.856933009,0,0,14.28991041,10.22781954,Real Estate Investment Trusts,1192.144,0.042767011,0.042767011,0.463553251
INO,"Inovio Pharmaceuticals, Inc.",NASDAQ,1,Healthcare,0,3.42,326.0867477,36.766502,42.220086,-84.6429,3.469041,0,-88.205772,0,-523.356317,187.23927,138.36216,44.750461,99.67751901,,16.5231,6.003205,-73.50282,-63.208921,10.293902,-48.87471558,381.3880005,210.9922769,2.620758,2.964794868,0,,,,Medical Specialties,142.488809,-0.39256092,-0.4305557,0.239001471
INSE,"Inspired Entertainment, Inc.",NASDAQ,1,Consumer Services,0,6.67,143.3716572,140.726,141.381,1.231,41.832,20.678,-20.596,0.182,-399.501,207.912,58.552,220.379,71.10453314,9.550222954,91.539,24.97,9.379,34.216,42.933,-9.648307119,103.128007,235.9197489,,,0,10,,5.478479179,Miscellaneous,-12.467,0.045110431,0.080594296,1.059962869
INSG,Inseego Corp.,NASDAQ,1,Technology,0,5.14,381.2337807,192.95398,219.297,-17.331,14.274,19.332,-45.735,0.214,-569.759,158.207,66.437,203.822,31.52141844,15.69659591,76.352,15.674,-16.365,-14.576,4.628,-28.86190021,304.5767999,205.2477576,,,100000,20,,,Computer Communications,-45.615,-0.103440429,-0.1999267,1.28832479
INSP,"Inspire Medical Systems, Inc.",NYSE,0,Healthcare,0,56.23,1317.918714,50.592999,50.593,-20.378,0.393,3.304,-21.828,0,-146.913,200.08,199.278,36.081,37.96597355,23.41092224,0,6.667,-18.944,-18.694,0.25,-19.38793184,967.1870084,452.7067195,6.028824,6.028821936,-100000,22.01273,,,Medical Specialties,163.999,-0.094682127,-0.094682127,0.180332867
INSW,"International Seaways, Inc.",NYSE,0,Energy,0,16.92,493.8101932,239.239,290.101,-12.327,78.853,40.307,-106.088,0.044,-180.545,1664.484,131.792,578.83,84.81282381,85.75806515,0,58.187,-177.766,-3.825,173.941,-6.37738747,491.441734,1031.193262,0.4946317,0.494631722,0,,,15.50060521,Marine Shipping,1085.654,-0.106799465,-0.106799465,0.347753418
INSY,"Insys Therapeutics, Inc.",NASDAQ,1,Healthcare,0,5.95,441.9064659,97.207985,82.08,-110.946,,,-124.507,-1.9,,192.527,126.292,,75.87046174,,,12.61,,,,-52.17651853,259.9449883,,,,100000,,,,Biotechnology,192.527,,,0
INTL,INTL FCStone Inc.,NASDAQ,1,Finance,1,43.64,832.607569,26256.299,27622.7,180.2,11.6,80.7,54.6,46,317,7832.6,,7327.3,35.64678688,,59.8,,751.5,764,12.5,0.775353418,695.8614011,1733.730986,1.808155,2.050865663,,,16.75683174,9.039264784,Investment Banks/Brokers,505.3,0.095945152,0.096683306,0.935487578
INVA,"Innoviva, Inc.",NASDAQ,1,Healthcare,0,14.4,1456.171177,274.827,274.827,243.951,13.872,23.954,395.056,-196.073,-1103.692,548.193,199.043,389.141,102.1487881,,0,83.286,223.531,223.531,0,86.30104967,1763.148093,2252.3856,11.48669,11.48668863,0,-17.9,4.938586064,8.736170163,Pharmaceuticals: Other,159.052,0.407759676,0.407759676,0.709861308
INWK,"InnerWorkings, Inc.",NASDAQ,1,Business Services,0,4.15,214.8994589,1128.306,1121.551,4.147,12.988,7.749,-76.179,-0.434,48.898,621.447,373.499,438.363,80.68167208,40.14259449,160.844,239.727,11.794,23.057,11.263,-12.07785228,193.668424,311.3062,,,21.90477,,,18.16785527,Advertising/Marketing Services,183.084,0.018978288,0.025605565,0.705390806
IO,ION Geophysical Corporation,NYSE,0,Energy,0,13.26,185.8521605,180.045,180.045,-17.719,57.751,12.972,-71.171,2.718,-926.092,244.749,125.623,236.925,128.6729151,81.06627461,96.459,70.16,4.337,5.851,29.79,-25.91244796,72.53553894,160.70656,11.64961,,0,,,4.014452438,Oilfield Services/Equipment,7.824,0.017720195,0.029246746,0.968032556
IOTS,Adesto Technologies Corporation,NASDAQ,1,Technology,0,6.08,178.9587178,83.489998,83.49,-10.675,,3.791,-21.44,-0.079,-121.284,137.188,53.378,74.446,69.68400407,90.57057937,74.901,23.211,,,,-21.65656566,129.5096029,131.1070728,,,0,15,,,Semiconductors,62.742,,,0.542656792
IOVA,Iovance Biotherapeutics Inc,NASDAQ,1,Healthcare,0,10.16,1253.947163,0,0,-128.258,0.956,0,-123.58,0,-372.76,480.821,475.374,14.628,,,,,-102.447,-101.249,1.198,-38.84978481,1090.054531,392.38445,2.342894,2.342896408,0,,,,Biotechnology,466.193,-0.213066817,,0.030422964
IPHS,"Innophos Holdings, Inc.",NASDAQ,1,Non-Energy Materials,0,32.42,635.8209883,801.84198,801.842,67.414,44.931,14.68,35.94,7.161,372.815,815.154,327.058,479.639,50.66693002,104.0435023,244.828,102.564,16.867,73.612,56.745,4.49159326,481.1804744,764.5221533,1.433942,5.30515923,-4.316545,,13.48691445,6.805128428,Chemicals: Specialty,335.515,0.020691796,0.029574314,0.588402928
IPI,"Intrepid Potash, Inc.",NYSE,0,Non-Energy Materials,0,3.7,485.0958864,174.04099,157.607,-16.927,34.767,11.822,-22.91,-2.783,-243.388,511.054,111.946,108.501,51.54932839,235.2805556,,15.076,3.71,17.215,13.505,-4.355699626,340.8781735,613.0431688,1.509362,1.509360215,0,,,34.36340633,Other Metals/Minerals,402.553,0.007259507,,0.212308288
IRET,Investors Real Estate Trust,NYSE,0,Finance,1,58.2,684.8975886,154.521,169.593,-5.291,83.276,34.026,-30.266,0,-395.669,1426.658,,732.451,26.14076053,,3.022,,30.055,48.035,17.98,-2.086467124,587.4169525,1507.04841,1.239556,1.24688744,-100000,6,,19.62839331,Real Estate Investment Trusts,694.207,0.021066717,0.021111436,0.513403352
IRMD,iRadimed Corp,NASDAQ,1,Healthcare,0,24.35,266.2429045,30.438984,30.438983,6.00377,1.105003,0,6.30345,-0.106143,26.669491,48.442258,44.541717,6.496525,47.89838355,220.245767,0.832519,4.209992,7.1477,7.376015,0.264665,14.41533358,267.4456304,261.8358588,6.408123,6.53788962,0,,46.9932757,39.89271864,Medical Specialties,41.945733,0.147550925,0.150131048,0.134108633
IRT,"Independence Realty Trust, Inc.",NYSE,0,Finance,1,10.27,925.6875676,192.409,192.409,53.045,45.221,37.378,26.288,0,-122.342,1659.336,,1029.291,,,0.744,,28.104,68.53,40.426,1.690568367,824.3833478,1778.613777,1.314156,1.315728198,0.8909702,,30.50847458,18.09999163,Real Estate Investment Trusts,630.045,0.016936895,0.016944493,0.62030294
ISRL,"Isramco, Inc.",NASDAQ,1,Energy,0,103.12,280.2801608,72.840996,63.244,23.631,6.439,4.784,-24.31,45.637,-40.97,108.797,46.546,132.615,64.7857109,-65.30425578,0,12.549,14.398,18.582,4.184,-19.44263383,322.0829923,342.9728632,,,,,,11.4058152,Oil & Gas Production,-23.818,0.132338208,0.132338208,1.218921478
ISTR,Investar Holding Corp,NASDAQ,1,Finance,1,23.51,240.9304858,78.377998,78.378,,,5.127,13.606,3.63,45.721,1786.469,,1604.207,,,19.787,,,,,0.797584151,235.2031979,451.8356312,1.290497,1.447660447,0,,17.84172662,,Regional Banks,182.262,,,0.897976399
ITCI,"Intra-Cellular Therapies, Inc.",NASDAQ,1,Healthcare,0,12.57,690.030139,0,0,-162.26677,0.368673,0,-155.127411,0.0016,-562.376191,357.206498,355.438681,39.491617,,,,,-118.56038,-118.169113,0.391268,-37.43904537,623.3291786,275.5920344,1.967984,1.967982765,0,,,,Biotechnology,317.714881,-0.33190992,,0.110556827
ITI,"Iteris, Inc.",NASDAQ,1,Industrials,0,4.18,139.415537,98.303986,103.729,-5.602,1.545,0,-3.768,-1.818,-103.519,64.154,39.896,24.633,72.72271978,43.32900321,18.901,20.339,-1.347,-0.268,4.015,-5.957359347,124.0075746,146.96796,4.164952,7.982665373,0,20,,,Computer Peripherals,39.521,-0.020996353,-0.029765982,0.383966705
ITIC,Investors Title Company,NASDAQ,1,Finance,1,167.54,316.1479614,160.38901,160.389,,,,21.892,5.21,174.69,244.268,64.555,68.629,,,10.78,,,,,8.810966952,333.3951399,,1.898184,2.022304764,,,15.31022444,,Specialty Insurance,175.639,,,0.2809578
ITRN,Ituran Location & Control Ltd.,NASDAQ,1,Telecommunications,0,36.89,787.3063321,227.75706,234.636,56.388,13.519,,43.794,17.705,92.065,215.159,131.453,81.93,66.7523952,46.24614694,3.815,41.009,27.748,43.907,16.159,22.27693309,684.224519,684.1276,5.700846,5.879152297,0,,16.36363636,9.786253165,Other Consumer Services,133.229,0.128965091,0.131293058,0.380788161
IVAC,"Intevac, Inc.",NASDAQ,1,Technology,0,6.36,145.0970378,95.113998,95.114,-4.356,4.614,0,3.581,-7.176,-64.934,122.07,95.633,32.446,92.46648758,249.9024018,0.889,27.561,-5.791,-2.547,3.244,3.020755568,119.3172161,82.24844,1.294264,1.307229391,0,,32.67263427,318.7924031,Electronic Production Equipment,89.624,-0.047439993,-0.04778802,0.265798312
IVC,Invacare Corporation,NYSE,0,Healthcare,0,9.29,308.3815459,972.34698,972.347,-14.23,,27.802,-43.922,9.82,,885.855,397.41,526.708,49.69679806,67.46716214,407.779,119.743,,,,-4.500463141,142.738505,281.1712,,,0,,,212.0446456,Medical Specialties,359.147,,,0.594575862
JAX,"J. Alexander's Holdings, Inc. Class A",NYSE,0,Consumer Services,0,9.17,134.7531483,240.39702,233.255,11.97,10.691,0.816,7.773,-1.347,13.495,169.651,18.73,55.79,2.347998971,-4.97663045,41.29,1.446,7.948,21.26,13.312,4.672832585,120.9398408,157.5196,1.311816,2.115794737,0,,19.4,6.951131901,Restaurants,113.861,0.04684912,0.061919119,0.328851584
JBSS,"John B. Sanfilippo & Son, Inc.",NASDAQ,1,Consumer Non-Cyclicals,0,67.55,769.1530812,872.29095,888.595,56.109,15.43,3.463,32.42,16.85,127.24,415.773,247.802,172.851,26.75202989,86.34643392,27.304,65.426,52.925,66.154,13.229,7.967246311,631.4864175,932.6765448,3.533491,3.980942109,0,,26.71987569,13.03731594,Food: Specialty/Candy,242.922,0.127293018,0.136239957,0.415734066
JCAP,"Jernigan Capital, Inc.",NYSE,0,Finance,1,21.44,438.083543,28.408001,28.408,54.929,0.064,2.155,54.002,0,1.728,590.408,,42.544,,,0,,-6.42,-6.305,0.115,11.93358982,404.0108892,518.0040512,1.04275,1.042749959,0,,9.423735261,9.419454316,Real Estate Investment Trusts,547.864,-0.010873836,-0.010873836,0.072058644
JCP,"J. C. Penney Company, Inc.",NYSE,0,Consumer Non-Cyclicals,0,1.65,521.5650025,12019,12019,-3,556,313,-255,-16,,7721,2959,6551,,,,,-33,359,392,-3.117549972,328.0149343,4103.724,0.3566257,,0,-2,,7.42083906,Department Stores,1170,-0.004274058,,0.848465225
JG,Aurora Mobile Ltd. Sponsored ADR Class A,NASDAQ,1,Business Services,0,8,922.0542652,91.999062,107.925003,-14.02219,,1.06604014,-10.00406282,-0.004533769,-50.70466231,145.3200693,117.8883435,57.68734433,50.67453647,,0.222992557,21.49336557,,,,-9.978211013,809.1026155,552.3561148,,,-34.80507,,,,Internet Software/Services,87.632725,,,0.396967498
JILL,"J.Jill, Inc.",NYSE,0,Consumer Cyclicals,0,6.74,294.349276,724.03198,706.262,62.538,,19.064,30.525,11.649,91.723,626.988,175.294,413.193,2.258439503,37.50753331,333.203,4.007,,,,4.959390673,233.1768425,432.4191458,1.192952,,0.2792478,2.51222,8.463768116,4.355244351,Apparel/Footwear Retail,213.795,,,0.659012613
JKS,"JinkoSolar Holding Co., Ltd. Sponsored ADR",NYSE,0,Industrials,0,16.67,653.6721154,3629.1924,3917.146522,48.12838,89.83400854,38.94953752,20.96789682,0.684796003,437.5522064,4397.482289,3011.034456,3370.261306,114.9797112,119.4239023,3.953072942,1102.872914,-405.70798,-26.20403853,385.1457746,0.514428087,387.8114827,1915.731658,0.7734723,0.77646044,-0.698334,10,36.9374904,13.88589787,Electrical Products,1027.220983,-0.09225915,-0.09234216,0.766407022
JMEI,Jumei International Holding Ltd Sponsored ADR Class A,NYSE,0,Consumer Non-Cyclicals,0,2.34,365.2112301,812.60748,897.0645646,-5.89493,8.982375312,0,-5.703286559,3.667401895,113.7610342,763.4378076,520.417007,157.5862769,3.837895093,7.873557881,22.61460921,3.432940678,-81.54476,-67.93573535,15.15123628,-0.788001319,285.6139279,82.8569046,0.7348278,0.473899892,,,,26.83667901,Internet Retail,605.8515307,-0.106812578,-0.110073173,0.206416653
JNCE,"Jounce Therapeutics, Inc.",NASDAQ,1,Healthcare,0,4.39,144.7470761,58.089996,65.201,-31.294,3.831,0,-27.379,0.046,-163.907,214.452,192.209,110.323,50.71854726,,,,-64.972,-63.613,1.359,-10.71350311,110.1989988,-80.12321,1.066091,1.066092731,-100000,,,,Biotechnology,104.129,-0.302967564,,0.51444146
JOE,St. Joe Company,NYSE,0,Consumer Services,0,15.09,908.4331024,110.375,110.375,29.503,8.998,11.84,32.369,-0.736,187.45,933.727,,400.616,107.3323216,,,,38.805,41.42,2.615,3.384361717,799.0502563,889.1168142,1.542061,1.542059837,,,25.52325581,23.0933434,Real Estate Development,533.111,0.041559257,,0.429050461
JOUT,Johnson Outdoors Inc. Class A,NASDAQ,1,Consumer Cyclicals,0,66.64,661.6249635,532.12903,544.268,63.021,13.105,0.203,40.669,27.437,202.828,395.936,285.694,116.739,29.40022195,92.29318532,23.54,40.866,44.143,63.295,19.152,10.85092617,580.841456,763.6595269,3.293581,3.59684222,0,,22.48035779,10.03152047,Recreational Products,279.197,0.111490241,0.118537793,0.294843106
JP,Jupai Holdings Ltd. Sponsored ADR,NYSE,0,Finance,1,4.66,155.4203205,251.96811,252.1552462,71.08213,4.819636568,0,60.59170819,18.1998342,101.538402,403.2690077,,118.5841181,65.9421473,,51.59283569,,84.8228,90.60328446,5.780483012,17.08045407,146.4152808,400.9399171,2.185564,2.680576579,,,9.941394699,5.282352666,Investment Managers,284.6848896,0.210338009,0.241195756,0.294057108
JRVR,James River Group Holdings Ltd,NASDAQ,1,Finance,1,40.56,1219.558153,888.02899,888.029,,4.215,11.553,63.83,7.008,79.753,3157.364,1171.645,2448.123,,,219.368,,290.028,290.028,0,2.153616671,1094.482615,1360.636471,1.545002,2.236862061,0,,17.34960353,,Property/Casualty Insurance,709.241,0.091857638,0.098716268,0.775369264
JT,Jianpu Technology Inc ADR Class A,NYSE,0,Technology,0,6.91,1147.741458,304.04086,304.0408742,-26.9995,,,-24.87754431,-0.675984909,-49.42321977,356.1377573,,107.9594215,55.98045041,,38.20921392,,,,,-7.654838665,692.6312697,514.7161368,2.994119,2.701443601,0.5896091,,,,Investment Managers,248.1783358,,,0.303139499
JYNT,Joint Corp,NASDAQ,1,Healthcare,0,11.95,164.0256954,29.646786,31.789249,0.79907,,,0.253083,-0.037728,-35.750908,23.526352,11.100298,21.165108,15.3491465,,4.550486,1.213707,,5.452268,,1.251760731,114.2003144,108.9889334,48.42277,,11400,15,462.2222222,46.27371065,Hospital/Nursing Management,2.361244,,,0.899634078
KAI,Kadant Inc.,NYSE,0,Industrials,0,85.86,954.9349045,633.78601,633.786,91.641,23.568,7.021,60.413,18.482,393.578,725.749,252.761,351.178,57.69494356,109.2386105,371.521,108.365,46.426,62.985,16.559,8.126345552,904.7762384,1056.075,2.416408,622.8354357,0,,15.30739329,9.166601568,Industrial Machinery,374.571,0.063969775,0.13106248,0.483883547
KALA,"Kala Pharmaceuticals, Inc.",NASDAQ,1,Healthcare,0,7.91,267.3263662,0,0,-39.875,0.287,1.019,-42.211,0,-134.371,116.133,115.213,26.454,,,0,,-34.578,-34.098,0.48,-51.96415162,165.2624425,31.72988911,5.059308,5.059304111,0,43.5576,,,Pharmaceuticals: Major,89.679,-0.297744827,-0.297744827,0.22779055
KALV,"KalVista Pharmaceuticals, Inc.",NASDAQ,1,Healthcare,0,21.5,369.3632813,16.082001,7.994,-19.105,0.18,,-15.805,-6.8,-71.66,61.389,59.38,34.136,214.164686,,,,9.131,10.558,1.427,-33.01857229,339.2988281,48.5195236,3.812241,3.812240484,0,,,,Pharmaceuticals: Other,27.253,0.148740002,,0.556060532
KBAL,"Kimball International, Inc. Class B",NASDAQ,1,Consumer Cyclicals,0,15.77,577.6953956,737.53992,685.6,49.578,15.47,0.221,34.439,17.886,249.945,336.991,206.567,143.967,30.58339046,24.65263157,21.431,60.984,25.291,46.866,22.299,10.42588747,522.9628358,518.81704,3.108027,3.496202293,,,17.5939031,7.975910712,Industrial Conglomerates,193.024,0.075049482,0.080146406,0.42721319
KCAP,"KCAP Financial, Inc.",NASDAQ,1,Finance,1,3.57,133.3073661,10.611854,10.611854,-1.97102,,7.403436,-9.513326,0,-149.136644,285.464681,,127.44367,131.3755813,,,,-3.34845,-3.348447,0,-3.143479291,129.2898234,175.5718389,0.8173022,0.817301993,0,,,,Investment Managers,158.021011,-0.011729822,,0.446442865
KDMN,"Kadmon Holdings, Inc.",NYSE,0,Healthcare,0,2.74,309.978932,2.6279993,12.264,-68.556,1.822,5.962,-79.774,-0.121,-237.397,83.552,70.013,81.794,35.6547619,-1942.70582,3.58,1.186,-64.577,-64.098,0.479,-109.198675,235.3124645,214.2172982,,,0,,,,Biotechnology,1.758,-0.772895921,-0.807495123,0.978959211
KE,"Kimball Electronics, Inc.",NASDAQ,1,Technology,0,15.96,407.7141534,1110.4751,1072.061,43.996,26.376,0.527,16.743,28.023,99.374,608.758,436.988,253.231,58.44842784,62.62776084,10.566,173.559,14.324,40.2,26.519,2.877540814,407.1391601,455.8431,1.365679,1.407508675,,,29.51612903,6.475503942,Electronic Equipment/Instruments,355.527,0.023529876,0.023945489,0.415979749
KELYA,"Kelly Services, Inc. Class A",NASDAQ,1,Business Services,0,23.12,905.2929155,5513.8999,5513.9,87.4,26.2,3.1,22.7,-27.1,1138.1,2314.4,1400.5,1154.9,85.3932788,,123.8,1293.3,35.8,61.4,25.6,0.967480714,798.1240116,758.966,0.6797016,0.760948151,0,,34.89493627,6.704646643,Personnel Services,1159.5,0.015468372,0.016342555,0.499006222
KEM,KEMET Corporation,NYSE,0,Technology,0,17.8,1028.608534,1345.0712,1199.926,130.474,49.755,33.023,254.529,9.181,2.675,1218.269,676.468,755.306,35.98543994,69.12262785,100.201,144.076,58.601,123.605,65.004,26.07085754,1007.567817,1099.7662,2.218106,2.830785281,0,,4.177419355,6.10204906,Electronic Components,462.963,0.048101856,0.052412733,0.619982943
